id,rater_id,item_id,participant_id,task_num,task_label,rating,notes,timestamp,condition,no_interaction
141,rater_01,716,218,5,Interview Response,3,,"""2026-02-26T20:02:07.263Z""",process,0
142,rater_01,268,89,3,Business Pitch,3,,"""2026-02-26T20:02:22.182Z""",process,0
143,rater_01,86,30,1,Social Media Post,1,,"""2026-02-26T20:02:31.606Z""",process,0
144,rater_01,80,28,3,Business Pitch,1,,"""2026-02-26T20:02:43.546Z""",process,0
145,rater_01,670,205,1,Social Media Post,1,,"""2026-02-26T20:03:20.679Z""",process,0
146,rater_01,290,97,1,Social Media Post,1,,"""2026-02-26T20:03:30.505Z""",process,0
147,rater_01,13,9,1,Social Media Post,1,,"""2026-02-26T20:03:33.960Z""",process,1
148,rater_01,718,219,5,Interview Response,2,,"""2026-02-26T20:03:46.801Z""",process,0
149,rater_01,796,242,1,Social Media Post,1,,"""2026-02-26T20:04:04.084Z""",process,0
150,rater_01,549,169,2,Product Review,2,,"""2026-02-26T20:04:13.113Z""",process,0
151,rater_01,91,31,2,Product Review,2,,"""2026-02-26T20:04:31.985Z""",process,0
152,rater_01,11,8,3,Business Pitch,1,,"""2026-02-26T20:05:00.905Z""",process,0
153,rater_01,162,53,5,Interview Response,2,,"""2026-02-26T20:05:06.418Z""",process,0
154,rater_01,283,95,1,Social Media Post,2,,"""2026-02-26T20:05:11.136Z""",process,0
155,rater_01,323,106,1,Social Media Post,2,,"""2026-02-26T20:05:16.232Z""",process,0
156,rater_01,587,178,5,Interview Response,1,,"""2026-02-26T20:05:31.896Z""",process,0
157,rater_01,580,177,1,Social Media Post,1,,"""2026-02-26T20:05:40.029Z""",process,0
158,rater_01,620,190,2,Product Review,2,,"""2026-02-26T20:05:50.788Z""",process,0
159,rater_01,713,218,1,Social Media Post,3,,"""2026-02-26T20:06:08.247Z""",process,0
160,rater_01,240,81,1,Social Media Post,1,,"""2026-02-26T20:06:19.016Z""",process,0
161,rater_01,502,154,5,Interview Response,2,,"""2026-02-26T20:06:56.608Z""",process,0
162,rater_01,212,68,2,Product Review,2,,"""2026-02-26T20:07:12.285Z""",process,0
163,rater_01,682,208,2,Product Review,3,,"""2026-02-26T20:07:22.774Z""",process,0
164,rater_01,684,209,1,Social Media Post,1,,"""2026-02-26T20:08:44.920Z""",process,0
165,rater_01,765,231,5,Interview Response,1,,"""2026-02-26T20:08:57.669Z""",process,0
166,rater_01,697,213,5,Interview Response,2,,"""2026-02-26T20:09:09.737Z""",process,0
167,rater_01,193,62,2,Product Review,1,,"""2026-02-26T20:09:47.021Z""",process,0
168,rater_01,93,31,5,Interview Response,2,,"""2026-02-26T20:10:02.090Z""",process,0
169,rater_01,278,92,1,Social Media Post,2,,"""2026-02-26T20:10:24.126Z""",process,0
170,rater_01,338,112,1,Social Media Post,4,,"""2026-02-26T20:10:41.792Z""",process,0
171,rater_01,136,44,5,Interview Response,2,,"""2026-02-26T20:11:10.400Z""",process,0
172,rater_01,208,67,2,Product Review,1,,"""2026-02-26T20:11:15.865Z""",process,0
173,rater_01,894,267,5,Interview Response,3,,"""2026-02-26T20:11:29.046Z""",process,0
174,rater_01,341,112,5,Interview Response,1,,"""2026-02-26T20:11:35.830Z""",process,0
175,rater_01,238,77,3,Business Pitch,1,,"""2026-02-26T20:11:44.315Z""",process,0
176,rater_01,66,24,2,Product Review,1,,"""2026-02-26T20:11:56.423Z""",process,0
177,rater_01,657,201,3,Business Pitch,1,,"""2026-02-26T20:12:04.889Z""",process,0
178,rater_01,234,76,3,Business Pitch,1,,"""2026-02-26T20:12:13.063Z""",process,0
179,rater_01,845,255,3,Business Pitch,4,,"""2026-02-26T20:12:31.996Z""",process,0
180,rater_01,475,148,1,Social Media Post,1,,"""2026-02-26T20:12:45.174Z""",process,0
181,rater_01,810,246,1,Social Media Post,1,,"""2026-02-26T20:12:51.065Z""",process,0
182,rater_01,797,242,2,Product Review,1,,"""2026-02-26T20:12:55.844Z""",process,0
183,rater_01,210,67,5,Interview Response,2,,"""2026-02-26T20:13:04.276Z""",process,0
187,rater_01,196,64,1,Social Media Post,3,,"""2026-02-26T20:15:47.170Z""",process,0
188,rater_01,147,49,3,Business Pitch,2,,"""2026-02-26T20:15:53.885Z""",process,0
189,rater_01,685,209,3,Business Pitch,2,,"""2026-02-26T20:16:00.309Z""",process,0
190,rater_01,428,136,3,Business Pitch,3,,"""2026-02-26T20:16:07.777Z""",process,0
191,rater_01,784,237,2,Product Review,2,,"""2026-02-26T20:16:14.118Z""",process,0
192,rater_01,392,127,3,Business Pitch,1,,"""2026-02-26T20:16:18.261Z""",process,0
195,rater_01,489,151,3,Business Pitch,2,,"""2026-02-26T20:17:26.978Z""",process,0
197,rater_01,760,229,1,Social Media Post,3,,"""2026-02-26T20:17:40.710Z""",process,0
198,rater_01,443,140,2,Product Review,2,,"""2026-02-26T20:18:00.905Z""",process,0
199,rater_01,285,95,3,Business Pitch,1,,"""2026-02-26T20:18:23.560Z""",process,0
201,rater_01,660,202,3,Business Pitch,1,,"""2026-02-26T20:18:28.426Z""",process,0
202,rater_01,146,49,2,Product Review,1,,"""2026-02-26T20:18:32.749Z""",process,0
203,rater_01,49,20,1,Social Media Post,2,,"""2026-02-26T20:18:45.943Z""",process,0
204,rater_01,817,248,3,Business Pitch,1,,"""2026-02-26T20:18:52.501Z""",process,0
207,rater_01,213,68,3,Business Pitch,2,,"""2026-02-26T20:19:12.920Z""",process,0
209,rater_01,840,254,3,Business Pitch,1,,"""2026-02-26T20:19:20.306Z""",process,0
210,rater_01,420,134,3,Business Pitch,1,,"""2026-02-26T20:19:24.184Z""",process,0
211,rater_01,89,30,5,Interview Response,1,,"""2026-02-26T20:19:33.494Z""",process,0
212,rater_01,614,187,5,Interview Response,1,,"""2026-02-26T20:19:39.106Z""",process,0
213,rater_01,83,29,2,Product Review,1,,"""2026-02-26T20:19:44.167Z""",process,0
214,rater_01,334,109,5,Interview Response,1,,"""2026-02-26T20:19:51.554Z""",process,0
216,rater_01,269,89,5,Interview Response,3,,"""2026-02-26T20:20:00.963Z""",process,0
218,rater_01,832,252,5,Interview Response,2,,"""2026-02-26T20:20:08.180Z""",process,0
219,rater_01,31,13,3,Business Pitch,1,,"""2026-02-26T20:20:17.218Z""",process,0
221,rater_01,522,159,5,Interview Response,4,,"""2026-02-26T20:20:34.482Z""",process,0
222,rater_01,421,134,5,Interview Response,1,,"""2026-02-26T20:20:41.107Z""",process,0
223,rater_01,29,13,1,Social Media Post,2,,"""2026-02-26T20:20:46.108Z""",process,0
224,rater_01,792,239,3,Business Pitch,2,,"""2026-02-26T20:21:02.787Z""",process,0
226,rater_01,131,43,3,Business Pitch,1,,"""2026-02-26T20:21:10.211Z""",process,0
227,rater_01,767,231,3,Business Pitch,1,,"""2026-02-26T20:21:17.632Z""",process,0
228,rater_01,805,245,5,Interview Response,2,,"""2026-02-26T20:21:27.208Z""",process,0
229,rater_01,880,263,1,Social Media Post,1,,"""2026-02-26T20:21:33.700Z""",process,0
230,rater_01,241,81,2,Product Review,2,,"""2026-02-26T20:21:46.930Z""",process,0
232,rater_01,67,24,3,Business Pitch,1,,"""2026-02-26T20:22:00.382Z""",process,0
233,rater_01,134,44,2,Product Review,2,,"""2026-02-26T20:22:04.620Z""",process,0
234,rater_01,852,256,2,Product Review,2,,"""2026-02-26T20:22:08.740Z""",process,0
235,rater_01,843,255,5,Interview Response,2,,"""2026-02-26T20:22:15.354Z""",process,0
237,rater_01,295,99,1,Social Media Post,1,,"""2026-02-26T20:22:35.807Z""",process,0
238,rater_01,95,32,2,Product Review,1,,"""2026-02-26T20:22:43.773Z""",process,0
239,rater_01,133,44,1,Social Media Post,2,,"""2026-02-26T20:22:49.797Z""",process,0
240,rater_01,380,123,3,Business Pitch,1,,"""2026-02-26T20:22:56.139Z""",process,0
241,rater_01,73,26,1,Social Media Post,2,,"""2026-02-26T20:23:00.557Z""",process,0
242,rater_01,368,120,3,Business Pitch,2,,"""2026-02-26T20:23:05.796Z""",process,0
244,rater_01,690,210,1,Social Media Post,1,,"""2026-02-26T20:23:13.809Z""",process,0
245,rater_01,398,129,1,Social Media Post,2,,"""2026-02-26T20:23:20.178Z""",process,0
246,rater_01,56,21,5,Interview Response,1,,"""2026-02-26T20:23:28.109Z""",process,0
247,rater_01,807,246,3,Business Pitch,1,,"""2026-02-26T20:23:35.198Z""",process,0
248,rater_01,835,253,5,Interview Response,1,,"""2026-02-26T20:23:41.381Z""",process,0
249,rater_01,732,221,3,Business Pitch,1,,"""2026-02-26T20:23:48.210Z""",process,0
250,rater_01,675,206,2,Product Review,4,,"""2026-02-26T20:23:56.423Z""",process,0
251,rater_01,390,127,1,Social Media Post,1,,"""2026-02-26T20:24:00.101Z""",process,0
253,rater_01,666,204,1,Social Media Post,1,,"""2026-02-26T20:24:05.855Z""",process,0
254,rater_01,30,13,2,Product Review,1,,"""2026-02-26T20:24:09.241Z""",process,0
255,rater_01,159,53,1,Social Media Post,1,,"""2026-02-26T20:24:13.503Z""",process,0
256,rater_01,23,11,3,Business Pitch,1,,"""2026-02-26T20:24:17.350Z""",process,1
257,rater_01,96,32,3,Business Pitch,1,,"""2026-02-26T20:24:21.545Z""",process,0
258,rater_01,35,14,3,Business Pitch,3,,"""2026-02-26T20:24:40.080Z""",process,0
260,rater_01,44,16,5,Interview Response,2,,"""2026-02-26T20:24:48.429Z""",process,0
261,rater_01,825,250,3,Business Pitch,2,,"""2026-02-26T20:25:00.664Z""",process,0
262,rater_01,415,133,2,Product Review,4,,"""2026-02-26T20:25:07.697Z""",process,0
263,rater_01,81,28,5,Interview Response,1,,"""2026-02-26T20:25:12.270Z""",process,0
264,rater_01,689,210,2,Product Review,1,,"""2026-02-26T20:25:19.425Z""",process,0
265,rater_01,140,45,5,Interview Response,1,,"""2026-02-26T20:25:23.541Z""",process,0
267,rater_01,842,254,5,Interview Response,1,,"""2026-02-26T20:25:29.685Z""",process,0
268,rater_01,344,113,3,Business Pitch,4,,"""2026-02-26T20:25:41.897Z""",process,0
269,rater_01,595,180,5,Interview Response,5,,"""2026-02-26T20:25:49.467Z""",process,0
271,rater_01,609,186,3,Business Pitch,2,,"""2026-02-26T20:25:53.598Z""",process,0
273,rater_01,453,142,3,Business Pitch,1,,"""2026-02-26T20:28:17.946Z""",process,0
275,rater_01,270,90,1,Social Media Post,4,,"""2026-02-26T20:29:21.480Z""",process,0
276,rater_01,5,7,1,Social Media Post,2,,"""2026-02-26T20:29:26.232Z""",process,0
277,rater_01,183,59,5,Interview Response,2,,"""2026-02-26T20:29:33.612Z""",process,0
279,rater_01,737,222,1,Social Media Post,2,,"""2026-02-26T20:29:38.737Z""",process,0
280,rater_01,394,128,1,Social Media Post,5,,"""2026-02-26T20:30:00.932Z""",process,0
284,rater_01,693,212,5,Interview Response,2,,"""2026-02-26T20:31:48.423Z""",process,0
286,rater_01,523,160,1,Social Media Post,3,,"""2026-02-26T20:31:57.107Z""",process,0
288,rater_01,222,70,5,Interview Response,1,,"""2026-02-26T20:32:18.676Z""",process,0
289,rater_01,354,117,1,Social Media Post,2,,"""2026-02-26T20:32:26.356Z""",process,0
290,rater_01,99,33,2,Product Review,1,,"""2026-02-26T20:32:30.535Z""",process,0
291,rater_01,70,25,2,Product Review,3,,"""2026-02-26T20:32:45.579Z""",process,0
298,rater_01,110,36,1,Social Media Post,2,,"""2026-02-26T20:34:45.305Z""",process,0
300,rater_01,431,137,2,Product Review,1,,"""2026-02-26T20:34:58.335Z""",process,0
301,rater_01,1,4,1,Social Media Post,2,,"""2026-02-26T20:35:06.595Z""",process,0
302,rater_01,6,7,2,Product Review,1,,"""2026-02-26T20:35:10.132Z""",process,0
303,rater_01,27,12,3,Business Pitch,1,,"""2026-02-26T20:35:14.915Z""",process,0
305,rater_01,364,119,3,Business Pitch,2,,"""2026-02-26T20:35:23.864Z""",process,0
306,rater_01,734,221,2,Product Review,1,,"""2026-02-26T20:35:32.528Z""",process,0
307,rater_01,471,147,1,Social Media Post,1,,"""2026-02-26T20:35:36.217Z""",process,0
309,rater_01,707,216,5,Interview Response,2,,"""2026-02-26T20:35:43.510Z""",process,0
310,rater_01,17,10,1,Social Media Post,2,,"""2026-02-26T20:35:50.319Z""",process,0
311,rater_01,460,144,2,Product Review,1,,"""2026-02-26T20:35:55.603Z""",process,0
313,rater_01,813,247,1,Social Media Post,3,,"""2026-02-26T20:36:03.143Z""",process,0
315,rater_01,891,266,3,Business Pitch,3,,"""2026-02-26T20:36:11.350Z""",process,0
317,rater_01,429,136,5,Interview Response,3,,"""2026-02-26T20:36:34.681Z""",process,0
319,rater_01,422,135,1,Social Media Post,2,,"""2026-02-26T20:36:43.143Z""",process,0
321,rater_01,789,238,1,Social Media Post,3,,"""2026-02-26T20:36:50.449Z""",process,0
322,rater_01,314,102,5,Interview Response,1,,"""2026-02-26T20:36:57.604Z""",process,0
324,rater_01,812,247,3,Business Pitch,3,,"""2026-02-26T20:37:03.450Z""",process,0
325,rater_01,2,4,2,Product Review,2,,"""2026-02-26T20:37:10.204Z""",process,0
327,rater_01,556,170,2,Product Review,1,,"""2026-02-26T20:37:15.332Z""",process,0
328,rater_01,200,65,1,Social Media Post,1,,"""2026-02-26T20:37:18.785Z""",process,0
329,rater_01,668,204,3,Business Pitch,2,,"""2026-02-26T20:37:24.901Z""",process,0
330,rater_01,8,7,5,Interview Response,1,,"""2026-02-26T20:37:31.985Z""",process,0
331,rater_01,410,132,1,Social Media Post,1,,"""2026-02-26T20:37:38.098Z""",process,0
334,rater_01,377,122,5,Interview Response,2,,"""2026-02-26T20:37:46.615Z""",process,0
335,rater_01,583,177,5,Interview Response,2,,"""2026-02-26T20:37:55.411Z""",process,0
336,rater_01,211,68,1,Social Media Post,1,,"""2026-02-26T20:37:59.608Z""",process,0
338,rater_01,677,206,5,Interview Response,3,,"""2026-02-26T20:38:15.104Z""",process,0
340,rater_01,214,68,5,Interview Response,2,,"""2026-02-26T20:38:21.598Z""",process,0
341,rater_01,424,135,3,Business Pitch,2,,"""2026-02-26T20:38:27.018Z""",process,0
343,rater_01,370,122,1,Social Media Post,3,,"""2026-02-26T20:38:34.735Z""",process,0
349,rater_01,519,159,1,Social Media Post,4,,"""2026-02-26T20:40:00.143Z""",process,0
350,rater_01,419,134,2,Product Review,1,,"""2026-02-26T20:40:05.660Z""",process,0
351,rater_01,441,139,5,Interview Response,3,,"""2026-02-26T20:40:11.561Z""",process,0
353,rater_01,50,20,2,Product Review,2,,"""2026-02-26T20:40:21.118Z""",process,0
354,rater_01,439,139,2,Product Review,3,,"""2026-02-26T20:40:32.235Z""",process,0
355,rater_01,704,215,1,Social Media Post,1,,"""2026-02-26T20:40:35.766Z""",process,0
357,rater_01,756,228,5,Interview Response,1,,"""2026-02-26T20:40:42.293Z""",process,0
358,rater_01,881,263,2,Product Review,1,,"""2026-02-26T20:40:49.725Z""",process,0
360,rater_01,315,103,1,Social Media Post,2,,"""2026-02-26T20:41:00.288Z""",process,0
361,rater_01,543,166,3,Business Pitch,2,,"""2026-02-26T20:41:06.712Z""",process,0
362,rater_01,393,127,5,Interview Response,1,,"""2026-02-26T20:41:10.003Z""",process,0
364,rater_01,811,247,2,Product Review,3,,"""2026-02-26T20:41:16.398Z""",process,0
365,rater_01,708,216,2,Product Review,2,,"""2026-02-26T20:41:23.093Z""",process,0
366,rater_01,26,12,2,Product Review,2,,"""2026-02-26T20:41:28.351Z""",process,0
368,rater_01,530,162,5,Interview Response,2,,"""2026-02-26T20:41:35.661Z""",process,0
369,rater_01,647,198,5,Interview Response,3,,"""2026-02-26T20:41:41.405Z""",process,0
370,rater_01,153,51,1,Social Media Post,1,,"""2026-02-26T20:41:45.862Z""",process,0
372,rater_01,413,132,5,Interview Response,4,,"""2026-02-26T20:41:55.399Z""",process,0
373,rater_01,34,14,2,Product Review,4,,"""2026-02-26T20:42:04.983Z""",process,0
375,rater_01,317,103,3,Business Pitch,2,,"""2026-02-26T20:42:18.294Z""",process,0
376,rater_01,430,137,1,Social Media Post,1,,"""2026-02-26T20:42:28.456Z""",process,0
377,rater_01,445,140,5,Interview Response,3,,"""2026-02-26T20:42:39.445Z""",process,0
379,rater_01,75,26,3,Business Pitch,1,,"""2026-02-26T20:42:45.674Z""",process,0
380,rater_01,404,130,3,Business Pitch,1,,"""2026-02-26T20:42:49.552Z""",process,0
381,rater_01,816,248,1,Social Media Post,2,,"""2026-02-26T20:42:55.180Z""",process,0
382,rater_01,477,148,3,Business Pitch,1,,"""2026-02-26T20:43:02.223Z""",process,0
384,rater_01,868,260,5,Interview Response,2,,"""2026-02-26T20:43:07.499Z""",process,0
385,rater_01,55,21,3,Business Pitch,1,,"""2026-02-26T20:43:11.014Z""",process,1
386,rater_01,257,86,3,Business Pitch,2,,"""2026-02-26T20:43:17.511Z""",process,0
388,rater_01,243,81,5,Interview Response,2,,"""2026-02-26T20:43:27.266Z""",process,0
389,rater_01,179,59,1,Social Media Post,1,,"""2026-02-26T20:43:33.762Z""",process,0
390,rater_01,379,123,2,Product Review,1,,"""2026-02-26T20:43:41.156Z""",process,0
392,rater_01,250,83,3,Business Pitch,2,,"""2026-02-26T20:43:51.985Z""",process,0
395,rater_01,357,117,5,Interview Response,2,,"""2026-02-26T20:44:00.088Z""",process,0
396,rater_01,596,182,1,Social Media Post,1,,"""2026-02-26T20:44:03.734Z""",process,0
398,rater_01,648,199,1,Social Media Post,1,,"""2026-02-26T20:44:08.283Z""",process,0
399,rater_01,520,159,2,Product Review,4,,"""2026-02-26T20:44:18.544Z""",process,0
401,rater_01,446,140,5,Interview Response,3,,"""2026-02-26T20:44:27.015Z""",process,0
403,rater_01,681,208,1,Social Media Post,2,,"""2026-02-26T20:44:34.019Z""",process,0
405,rater_01,132,43,5,Interview Response,1,,"""2026-02-26T20:44:47.519Z""",process,0
407,rater_01,126,41,2,Product Review,2,,"""2026-02-26T20:44:57.685Z""",process,0
409,rater_01,476,148,2,Product Review,1,,"""2026-02-26T20:45:06.007Z""",process,0
411,rater_01,7,7,3,Business Pitch,2,,"""2026-02-26T20:45:12.617Z""",process,0
412,rater_01,33,14,1,Social Media Post,4,,"""2026-02-26T20:45:21.665Z""",process,0
413,rater_01,558,170,5,Interview Response,1,,"""2026-02-26T20:45:27.926Z""",process,0
414,rater_01,61,23,1,Social Media Post,1,,"""2026-02-26T20:45:32.086Z""",process,0
416,rater_01,180,59,2,Product Review,1,,"""2026-02-26T20:45:35.926Z""",process,0
417,rater_01,19,10,3,Business Pitch,2,,"""2026-02-26T20:45:43.172Z""",process,0
418,rater_01,508,156,2,Product Review,1,,"""2026-02-26T20:45:48.397Z""",process,0
421,rater_01,187,60,5,Interview Response,1,,"""2026-02-26T20:45:54.749Z""",process,0
422,rater_01,233,76,2,Product Review,1,,"""2026-02-26T20:46:02.546Z""",process,0
423,rater_01,185,60,2,Product Review,1,,"""2026-02-26T20:46:08.180Z""",process,0
425,rater_01,524,160,2,Product Review,1,,"""2026-02-26T20:46:21.103Z""",process,0
426,rater_01,38,15,2,Product Review,1,,"""2026-02-26T20:46:25.418Z""",process,1
428,rater_01,69,25,1,Social Media Post,2,,"""2026-02-26T20:46:34.230Z""",process,0
430,rater_01,346,115,1,Social Media Post,3,,"""2026-02-26T20:46:41.693Z""",process,0
432,rater_01,263,88,2,Product Review,2,,"""2026-02-26T20:46:53.743Z""",process,0
434,rater_01,151,50,3,Business Pitch,3,,"""2026-02-26T20:47:10.387Z""",process,0
435,rater_01,473,147,3,Business Pitch,2,,"""2026-02-26T20:47:18.288Z""",process,0
436,rater_01,824,250,2,Product Review,2,,"""2026-02-26T20:47:31.212Z""",process,0
438,rater_01,320,105,2,Product Review,2,,"""2026-02-26T20:47:39.687Z""",process,0
440,rater_01,511,157,1,Social Media Post,1,,"""2026-02-26T20:47:44.077Z""",process,0
441,rater_01,540,165,5,Interview Response,2,,"""2026-02-26T20:47:48.765Z""",process,0
443,rater_01,199,64,5,Interview Response,3,,"""2026-02-26T20:47:58.049Z""",process,0
444,rater_01,773,233,3,Business Pitch,1,,"""2026-02-26T20:48:05.914Z""",process,0
446,rater_01,71,25,3,Business Pitch,1,,"""2026-02-26T20:48:14.926Z""",process,0
447,rater_01,103,34,2,Product Review,4,,"""2026-02-26T20:48:28.205Z""",process,0
455,rater_01,207,67,1,Social Media Post,1,,"""2026-02-26T20:49:38.198Z""",process,0
457,rater_01,613,187,3,Business Pitch,2,,"""2026-02-26T20:49:45.481Z""",process,0
458,rater_01,333,109,3,Business Pitch,1,,"""2026-02-26T20:49:52.658Z""",process,0
459,rater_01,504,155,2,Product Review,2,,"""2026-02-26T20:49:57.428Z""",process,0
463,rater_01,893,267,2,Product Review,1,,"""2026-02-26T20:50:34.136Z""",process,0
466,rater_01,157,52,3,Business Pitch,2,,"""2026-02-26T20:50:45.835Z""",process,0
467,rater_01,252,85,1,Social Media Post,2,,"""2026-02-26T20:50:52.500Z""",process,0
468,rater_01,573,174,3,Business Pitch,1,,"""2026-02-26T20:50:56.162Z""",process,0
470,rater_01,156,52,2,Product Review,3,,"""2026-02-26T20:51:05.017Z""",process,0
471,rater_01,141,46,1,Social Media Post,1,,"""2026-02-26T20:51:10.740Z""",process,0
474,rater_01,158,52,5,Interview Response,2,,"""2026-02-26T20:51:25.115Z""",process,0
480,rater_01,286,95,5,Interview Response,3,,"""2026-02-26T20:52:47.075Z""",process,0
482,rater_01,438,139,1,Social Media Post,3,,"""2026-02-26T20:52:53.442Z""",process,0
484,rater_01,251,83,5,Interview Response,2,,"""2026-02-26T20:53:02.797Z""",process,0
488,rater_01,841,254,1,Social Media Post,1,,"""2026-02-26T20:53:27.056Z""",process,0
489,rater_01,245,82,2,Product Review,1,,"""2026-02-26T20:53:30.518Z""",process,0
490,rater_01,274,91,1,Social Media Post,3,,"""2026-02-26T20:53:35.363Z""",process,0
491,rater_01,402,130,1,Social Media Post,2,,"""2026-02-26T20:53:40.427Z""",process,0
495,rater_01,267,89,2,Product Review,3,,"""2026-02-26T20:54:15.955Z""",process,0
496,rater_01,890,266,1,Social Media Post,2,,"""2026-02-26T20:54:20.909Z""",process,0
499,rater_01,143,46,3,Business Pitch,1,,"""2026-02-26T20:54:35.603Z""",process,0
501,rater_01,775,233,1,Social Media Post,2,,"""2026-02-26T20:54:43.267Z""",process,0
502,rater_01,261,87,5,Interview Response,2,,"""2026-02-26T20:54:49.834Z""",process,0
504,rater_01,74,26,2,Product Review,2,,"""2026-02-26T20:54:53.674Z""",process,0
505,rater_01,801,244,2,Product Review,1,,"""2026-02-26T20:54:58.630Z""",process,0
506,rater_01,785,237,1,Social Media Post,2,,"""2026-02-26T20:55:03.569Z""",process,0
509,rater_01,24,11,5,Interview Response,1,,"""2026-02-26T20:55:19.371Z""",process,1
510,rater_01,786,238,2,Product Review,1,,"""2026-02-26T20:55:23.130Z""",process,0
512,rater_01,292,97,3,Business Pitch,1,,"""2026-02-26T20:55:26.845Z""",process,0
513,rater_01,687,210,5,Interview Response,1,,"""2026-02-26T20:55:32.003Z""",process,0
514,rater_01,16,9,5,Interview Response,1,,"""2026-02-26T20:55:35.112Z""",process,1
517,rater_01,448,141,2,Product Review,4,,"""2026-02-26T20:55:44.376Z""",process,0
518,rater_01,436,138,3,Business Pitch,2,,"""2026-02-26T20:55:51.750Z""",process,0
520,rater_01,514,157,5,Interview Response,2,,"""2026-02-26T20:55:58.729Z""",process,0
521,rater_01,452,142,2,Product Review,1,,"""2026-02-26T20:56:07.333Z""",process,0
522,rater_01,688,210,3,Business Pitch,1,,"""2026-02-26T20:56:12.302Z""",process,0
524,rater_01,189,61,2,Product Review,3,,"""2026-02-26T20:56:16.639Z""",process,0
528,rater_01,399,129,2,Product Review,1,,"""2026-02-26T20:57:15.606Z""",process,0
529,rater_01,175,57,2,Product Review,3,,"""2026-02-26T20:57:21.645Z""",process,0
531,rater_01,51,20,3,Business Pitch,2,,"""2026-02-26T20:57:35.026Z""",process,0
