conversation_hash,task_type,product_word_count,openai_score,qwen_score,xai_score,avg_score,product_turn
cf046f1e858af2dddc95b672ffe1b20b,fan_fiction,245,20,25.0,25.0,23.3,4
675d942749a05479519b1c7a30eaafe8,story,365,32,10.0,38.0,26.7,1
4863f7d82e9c684c83ec6ba8bd0cf7a9,story,293,20,25.0,35.0,26.7,3
0d4761059f3a8324d01f1d7a2e7f11eb,story,379,28,15.0,38.0,27.0,6
f3973f5b18e2edbcec0c6248f75dac2d,script,358,20,12.0,25.0,19.0,1
f39560f4bec748e2647bbc0a293d5d0b,story,931,30,10.0,25.0,21.7,1
0bfab32ef6af988bf0b394b7657cf437,story,793,20,12.0,35.0,22.3,3
fc2646b37830c7f6891ffd856ddc831f,script,423,30,15.0,42.0,29.0,1
051bd38e7177df29910c2f7a6f4e83c7,fan_fiction,349,28,12.0,38.0,26.0,8
70896e1daeb92ce34ff85255afb9215a,script,542,30,15.0,35.0,26.7,1
80aeb41ad60954b19627023eab6f1e69,script,645,32,25.0,38.0,31.7,4
4e620a963415e5f5c3a7c7c709ab181f,script,371,28,15.0,35.0,26.0,7
30d99467949f4a81c6e7890d2dc4f106,script,298,20,15.0,30.0,21.7,5
269d8019c0a700265ff1a3126884ce58,script,314,28,15.0,35.0,26.0,5
9369231eff92ce9d5b19bfaefada0d28,story,302,20,25.0,35.0,26.7,5
03831703bbab435666fb906a05603b83,script,320,32,25.0,38.0,31.7,8
36debb616a299ad6bae59b7e9932acc8,worldbuilding,224,20,15.0,25.0,20.0,1
743ef45e44f6f279ec5317f7a0408a17,worldbuilding,610,44,42.0,42.0,42.7,5
29ec56f3f0df93be29e57432e3e4306d,fan_fiction,229,20,25.0,30.0,25.0,4
a39ee0914632d6d544a25ca1dbdd1ae8,fan_fiction,124,20,15.0,25.0,20.0,3
b2001198343d6a28915a3f85f873eee8,script,365,28,25.0,38.0,30.3,5
467509b63a72ffed57a09034112dbd98,story,374,30,12.0,35.0,25.7,1
7c036f27648b4f9c98dedadeccbfec15,script,181,30,12.0,35.0,25.7,5
4a622912d983ecf6ac37b498ba305d39,script,220,15,15.0,20.0,16.7,5
2fdd9a7a4b096267ead457bdb9aeca06,poem,298,38,38.0,42.0,39.3,5
49bb748f112c1fbe78a8bcc76b79af38,poem,11,30,32.0,38.0,33.3,1
e15294bc742396ac88fbed50e9abe8d2,fan_fiction,466,32,28.0,42.0,34.0,3
9ad028e1ba1f70ffa8caaac9d695c308,script,381,20,15.0,25.0,20.0,5
6210ab821b067985c8dcd99cb5c288c3,script,399,30,12.0,42.0,28.0,1
f73366f01daf578be98e4c0aecb404bc,script,352,32,25.0,38.0,31.7,3
722fdb49c4fd4655686a9ae6035264e6,worldbuilding,285,22,25.0,35.0,27.3,4
9cca1f9a8a587f74e4d5a3872e1a1934,story,398,20,25.0,25.0,23.3,4
72ada85fa40efd37a92989ca2d89d888,story,1042,20,12.0,15.0,15.7,1
28957a869903a40d73c61f2c00874698,letter,113,10,12.0,15.0,12.3,10
037abce1ab0af649d6dd6b910b239047,script,208,20,15.0,25.0,20.0,5
497c86b2bcc93a97cca36c3047790b76,script,302,20,15.0,30.0,21.7,5
a74ad9174133ee313e02bed9f87002e2,script,249,20,12.0,30.0,20.7,5
92948771d22fd7f5cd76df9a182a2171,fan_fiction,195,20,15.0,25.0,20.0,3
934bdb7950203b3cc521c43bb8a6136a,fan_fiction,170,28,45.0,35.0,36.0,3
9469d24ec7f45cfa7582f7638107f324,fan_fiction,273,20,15.0,35.0,23.3,3
69e98282e467928cf9a2635b9f19981e,fan_fiction,262,20,12.0,35.0,22.3,3
f7dbedd5aba61e1e4b1cffe3b21c54b1,fan_fiction,292,20,15.0,35.0,23.3,3
802da16e20450b205c3b6ddda614ea49,script,262,20,12.0,25.0,19.0,4
c0a9412aafcb9d347eeb67b59ab6c43b,fan_fiction,305,20,15.0,35.0,23.3,3
eb6fc55037e3a8189b918e7db4096e83,script,310,20,12.0,25.0,19.0,1
59e89a14838a529e3a9db80ce29275a2,script,226,20,15.0,25.0,20.0,2
539f3d072b0c23525ab8b053d2c16fa7,fan_fiction,214,20,25.0,35.0,26.7,6
4b74931cf9c2ec9ab99cd3082860849d,script,290,20,15.0,38.0,24.3,3
8b396ad19f7c4b282bb6c224b1b0e488,fan_fiction,316,20,25.0,25.0,23.3,3
40b97de4893eb63ce653b27daa22d480,worldbuilding,553,48,48.0,48.0,48.0,5
781b439ff8c5772b3b1864321983ff05,fan_fiction,382,20,25.0,35.0,26.7,4
09decaf628a34b2fbd016f975fd9406e,fan_fiction,495,36,25.0,38.0,33.0,3
8a13913e5f187282058335f4e7a8fd0a,script,537,20,25.0,35.0,26.7,3
2207e17c08fcfb365c111adedfb39803,fan_fiction,249,20,15.0,35.0,23.3,3
91d49e7d236bb195f6f12ecb3c281036,fan_fiction,260,24,25.0,30.0,26.3,3
3844ac4c54d6faa4947b1c612e73f5ec,worldbuilding,376,44,42.0,42.0,42.7,4
fc5ca3cffe2998e688114abe100fde92,poem,31,28,32.0,35.0,31.7,5
b1f411f4c6b0c483c9fe614745a0ab0f,fan_fiction,190,28,15.0,30.0,24.3,7
bc948fd83506364ff7eee787a3d03e1a,fan_fiction,210,28,12.0,25.0,21.7,7
61abed30a899c70c4f5a6ea947e54d96,fan_fiction,394,20,25.0,35.0,26.7,6
a0f3a2f8e8857554c08bd64f61e61b40,fan_fiction,271,20,12.0,35.0,22.3,3
4d4dbf085ed346b22575c15ef43f3b0b,fan_fiction,174,20,12.0,25.0,19.0,3
a459a149a76ad7ff77e6d95be3efb85b,fan_fiction,329,28,25.0,35.0,29.3,4
6a4985c4bb0856e6c655a84eb92fa465,script,219,20,15.0,35.0,23.3,4
82b2fc21904c1b5ff59e9b3801cb3eeb,story,494,20,25.0,35.0,26.7,9
197aa12d5c7a1c2e10fdd057a1d94837,script,396,28,15.0,35.0,26.0,4
6d1a560574a2a99ad36c6013a48b8ce3,script,305,34,15.0,38.0,29.0,5
e948e3e824a19a6ceae1007f35223ea7,script,266,36,12.0,42.0,30.0,5
9e3ae4d19741996cea642c61fc6c9a84,script,225,34,18.0,38.0,30.0,5
edf409a3147743a1d0074ecf4c32963b,script,417,32,12.0,38.0,27.3,5
57b839ffb9d503d6e10fef35f9d612d5,script,278,38,42.0,42.0,40.7,5
3807889b629b6921cbb3d889b6aec0c7,poem,163,20,25.0,35.0,26.7,3
36a94aecaa04cc7cd337d70f02a4c62b,fan_fiction,296,20,15.0,30.0,21.7,3
d856075057dfd0276188cd5f70edf660,script,332,36,12.0,42.0,30.0,5
ad7d5ade1d3f2d6b5d1b5960ddc9109b,fan_fiction,363,20,25.0,25.0,23.3,4
d8a5a80813a56605fc9c6854d6b1e5c2,story,341,20,12.0,25.0,19.0,4
a0599a4275f114bfcec884c8c3981be2,story,416,20,12.0,25.0,19.0,3
62ad511371c7f7f86a0adf1b27cc6ecc,story,253,20,15.0,25.0,20.0,3
34f94294cd0e2dac9fcb9f505fc49ba6,story,738,38,42.0,42.0,40.7,1
f6174ef83834a209d5aca8eb4ab21ffb,fan_fiction,352,20,25.0,25.0,23.3,1
cfb4ddf4f5f6b54ec2a6620c679c4936,letter,121,15,12.0,12.0,13.0,4
f26d94686295ec2f8de65bf350f86fbd,fan_fiction,79,30,25.0,25.0,26.7,3
c9185a37fc55f2cc7b5a56b6b0ce63fe,script,499,28,42.0,38.0,36.0,5
ae35d7879038cf2bbbd6cf1751e0742f,story,332,20,15.0,30.0,21.7,1
50566cac1d86e0bbd29a06969864f3aa,fan_fiction,265,20,15.0,25.0,20.0,6
2805409363528819cdfe919600f8e0a4,worldbuilding,152,15,12.0,25.0,17.3,4
b53e0acbea1d5630796579f047df5eb8,script,410,36,12.0,42.0,30.0,5
b20ee7064c5fea888153b6eb784b0c81,fan_fiction,155,30,25.0,38.0,31.0,6
806a636dff87ff21130c4937cea2af94,worldbuilding,187,20,15.0,25.0,20.0,3
9fe7327b6e0631292567b1bdc840ea05,letter,343,15,12.0,25.0,17.3,3
e5af0c9c8bbf7b7cbc70ec0419d44f62,script,420,28,15.0,35.0,26.0,5
a79e2fa19652f813f6d03d75f6477090,script,366,20,15.0,35.0,23.3,5
8aad4633299caf257b713237447acd3e,poem,311,38,12.0,42.0,30.7,4
14291e5cc1052a1d6adb5a6dfcfd0104,letter,176,15,12.0,15.0,14.0,2
e12be7cdd714144294f3c04fd5d61a37,poem,296,30,25.0,42.0,32.3,1
f70f9fa75e05b6ff071fcb0b38f88b5b,story,350,20,25.0,25.0,23.3,3
c32f75203c498d7e6e4ed1e0a2ad9e43,story,633,32,25.0,42.0,33.0,1
7fe9401e1df1e80452cd41ec3b2e1f69,fan_fiction,460,28,15.0,35.0,26.0,3
2d5460fea886421ffde5dfb4c129aa6d,story,482,20,25.0,25.0,23.3,5
f26f0691413fc25498b30dca973661c2,story,515,20,25.0,25.0,23.3,3
da94800f088f2521f6ec3bba24342a5f,script,90,15,10.0,10.0,11.7,3
c69f8c8898d029458b9478b6348919af,script,278,34,12.0,38.0,28.0,5
d250cdb5d28418cc4ab5c69421fb7865,letter,111,15,12.0,12.0,13.0,5
28097909ec438e719ad03b136fa6b2fd,letter,218,15,15.0,25.0,18.3,4
6413ed767a1cd712a79fc50685ae06fa,fan_fiction,586,28,25.0,38.0,30.3,7
23dea05fb7ac37a9bdc85466501c1ec3,story,430,15,15.0,20.0,16.7,3
512c1db0a2110aa75d89de5dfe8059c5,story,377,24,25.0,25.0,24.7,3
cf430de19362e2e195b65bf0e9d0959a,story,670,32,28.0,38.0,32.7,1
c0be515fcdf0958bb9434fca767628cb,story,386,32,12.0,35.0,26.3,1
560488b241a60f3340c8704e407d48bb,story,372,20,25.0,38.0,27.7,3
833771bcd73d0a80b7adcc08e2f8d0a0,fan_fiction,79,20,25.0,25.0,23.3,3
8d56abc942b5c826e5e11a3080f41072,worldbuilding,216,20,12.0,35.0,22.3,4
db6bd1acb2aaf68bbd6933b1dc0445d1,poem,354,45,12.0,42.0,33.0,1
b400c37032a5acc919c12e6de6661e71,worldbuilding,288,20,15.0,38.0,24.3,10
ea988377bf5c585b733cbda9f1e9d846,story,711,40,42.0,42.0,41.3,5
7001c36558e9d79ffa09477ee0121887,worldbuilding,238,30,25.0,35.0,30.0,5
5216fd732da185dd49c35e2e45ce7969,script,486,20,12.0,25.0,19.0,1
e95c950d7606853b989664a2f144f04e,letter,271,10,15.0,15.0,13.3,2
94184b59f07745ea5584eebd99fc6fff,story,74,20,28.0,38.0,28.7,4
34d92075eb848a87af5afc236d81c447,worldbuilding,363,30,25.0,38.0,31.0,3
2615a65331952585fadfb7a7602373c6,fan_fiction,466,28,25.0,35.0,29.3,4
d276d0b31e166fc435f9c54fb80eea1a,fan_fiction,261,20,15.0,30.0,21.7,4
49f9607735c7c02e1d1b4ef0ade58e37,story,368,15,12.0,25.0,17.3,8
20e5a98729fdffd9cad92ad4a3523cce,letter,319,15,12.0,20.0,15.7,3
422b812142ec13d8dad745e74fa0df41,poem,112,28,28.0,42.0,32.7,8
dd943159ac3288914908f6d8ea5d216f,poem,125,20,25.0,35.0,26.7,1
245e2eea3625ef285527d6e1fa426701,song,260,32,25.0,38.0,31.7,3
ebbced422f0595a2c628aeaf5e62eb60,story,280,20,25.0,25.0,23.3,4
b8f7da6921f58d038aabfbbdf890bc7e,letter,153,15,12.0,15.0,14.0,4
886e2fae3754e8ffbaee3bce9edc044f,poem,409,40,12.0,38.0,30.0,1
f2a8a198d0136ef238a9e1fbc7838479,story,346,24,25.0,38.0,29.0,3
78874488045843d118cc565b5cb64fe3,story,851,38,42.0,42.0,40.7,4
98f0ab24039b083d74da7b25d373b24b,worldbuilding,584,20,15.0,35.0,23.3,3
6ee379401f56f7ea0536cbfec4f82808,fan_fiction,369,24,15.0,25.0,21.3,6
5c911a742f0d8e0208043fddb9b32b44,worldbuilding,206,28,22.0,42.0,30.7,1
f49c1861262c43a0a71f91b475f05e6f,fan_fiction,238,28,12.0,35.0,25.0,3
da5d4fa89ce857102d816459820ba92f,story,354,36,28.0,38.0,34.0,3
dfd2f5eea900af37c7a89123593e4c1e,worldbuilding,283,20,15.0,35.0,23.3,1
5d023d2345bccf786d67f1dc40d72e40,fan_fiction,411,28,12.0,38.0,26.0,6
e408d5ab7c18ac2bdfccebeb3f3225a5,fan_fiction,158,20,15.0,25.0,20.0,6
7d395a2bd5d0c91e215e5c215f52383b,letter,192,15,12.0,10.0,12.3,5
c59d5ec88d0e0b9e40f06cf8136e4ea0,fan_fiction,306,20,12.0,35.0,22.3,5
6c3279cee36134faaa24359facb9c584,worldbuilding,293,30,18.0,38.0,28.7,5
09df8753d56ecfb042880acbc17f2b7c,worldbuilding,184,30,25.0,38.0,31.0,3
11b3df1c806824a608a5f546f2b01770,story,338,20,15.0,25.0,20.0,7
38b6a66c583286acd590f3e82a3f1e07,worldbuilding,316,28,25.0,38.0,30.3,4
2cf1670752859ecc129440703ac37988,story,314,20,15.0,35.0,23.3,7
45b6d9e960ed876f5e72d48e149e939f,story,225,30,10.0,35.0,25.0,3
fbd4175acd48fa54200d61650491f74c,story,846,44,12.0,42.0,32.7,3
864b669467533d1d2958230019bef6fa,letter,160,20,12.0,15.0,15.7,7
d2bdb0414869c043b6b2d09faa61c563,story,204,20,15.0,20.0,18.3,7
9f075ace82862c3ac52297cf7f9404ec,story,566,40,42.0,38.0,40.0,6
f24e6145b5a5a17306ba0a0267f93475,worldbuilding,212,38,10.0,38.0,28.7,3
89c0f4f9ca031c6b817fcf8dc4d3fd4a,fan_fiction,234,15,15.0,15.0,15.0,4
abf245372ac787e0d08d613b6682c3be,script,234,28,15.0,30.0,24.3,5
030f434332a6a0177d76e99bac428087,fan_fiction,330,24,15.0,35.0,24.7,6
7d4107f318a414f05da09b4b119f7012,story,429,20,25.0,42.0,29.0,3
21a16f91efdf84cc14865165e2496d42,script,401,28,25.0,38.0,30.3,5
1edfb49e0107cd8b5dc62c67c9c3a9ed,script,417,38,18.0,42.0,32.7,1
4d9c45428ac269c80162fe4d13a32bb4,fan_fiction,352,24,15.0,35.0,24.7,6
571807f97b6ff829fd70cfeb7c83d2c2,letter,105,15,15.0,15.0,15.0,3
fcfd421e4b7c41f96b24c81f10cefa1a,worldbuilding,314,20,12.0,38.0,23.3,3
34d8947097c74e21b1bf0b48b11add2a,script,285,41,42.0,42.0,41.7,5
8823374241e3c4db1e617476858c7f13,letter,37,12,10.0,10.0,10.7,1
fd3ef60cba6264e71b96f5a4391fd514,script,301,32,25.0,35.0,30.7,4
8cc4c2de89ba040c6f183c72db3a2244,story,385,36,25.0,42.0,34.3,1
f0a2f576f8fe921db717aa87851d7750,script,387,20,25.0,35.0,26.7,3
37ba27492afa091e77f5a724a1d31333,fan_fiction,70,20,38.0,25.0,27.7,3
22b16f9c15a8ff100f937e90d7332579,fan_fiction,523,28,18.0,38.0,28.0,4
b2769d5f81b7069fef0b69586ccc5f29,script,449,20,15.0,35.0,23.3,1
c066217cd992ba116ad71540c70fc18d,fan_fiction,312,28,25.0,38.0,30.3,4
0b8723328c8f23bc25ab3a5e396f7764,worldbuilding,240,28,12.0,35.0,25.0,1
31af90c386afb179e9787f7694b6ba10,script,245,28,25.0,30.0,27.7,5
1b5178c0a9b1d05924ce85d25ea4c1a5,fan_fiction,362,20,25.0,38.0,27.7,4
f3e0d87f7cdf5d303038260c9b04834d,script,320,28,15.0,30.0,24.3,5
9a8f28132f660153293409285be6ea73,script,243,32,12.0,35.0,26.3,3
c3d4e63def53d9cd635959efdae045b9,fan_fiction,260,20,25.0,30.0,25.0,4
474a651c672e691284fe8f2dab9aa3bf,story,299,18,25.0,30.0,24.3,3
6761e2e73ba66896510064cae713540a,script,636,20,15.0,35.0,23.3,4
ed148e4a919288d10bcf2059931c7f24,story,554,20,15.0,25.0,20.0,1
8ac777d18aa6ad51302b91aa911b577e,script,357,24,15.0,35.0,24.7,5
d4aeef774a5d55b1accc166f71988556,worldbuilding,186,20,10.0,35.0,21.7,6
0600db1fda912c6e36826931b256e1cd,script,279,20,12.0,35.0,22.3,4
c661d447df00907d09630b6914edbeff,story,387,20,25.0,25.0,23.3,1
7836de2ea28068d89565b54923bdf137,script,354,20,15.0,35.0,23.3,5
0781f6d1409640e791ed3a9826e2dd2a,script,428,15,12.0,25.0,17.3,4
09bfcb27270368deede2af5f9666619c,script,319,20,15.0,35.0,23.3,4
4a0c728a56da6ff02c567c6bff4c02d5,worldbuilding,308,20,25.0,25.0,23.3,1
6067d76e564b2d798d60fe4e3a210292,script,441,20,15.0,30.0,21.7,4
8e805546766fd35fa8b41d48f008083c,script,272,20,15.0,35.0,23.3,3
1b341dd40216c92e0bc4bec353fa0368,script,456,20,15.0,25.0,20.0,4
d92917554b28e84a15c844f6045640af,letter,282,15,12.0,15.0,14.0,3
fe9e5b8913f8bb1ea6612f91b6815b49,story,315,20,15.0,25.0,20.0,7
e4b728e131964d4fb068d4467879fe33,fan_fiction,393,20,25.0,35.0,26.7,4
e5c7cc0c5b8de1126ada8cda7e2024d4,script,461,25,25.0,35.0,28.3,5
1ddc3bffa04cac0e6589f0f38ea3f357,worldbuilding,216,20,12.0,38.0,23.3,2
5cd5e1a7c8092c3bbd5d06be21cda127,fan_fiction,217,20,15.0,25.0,20.0,3
91aa0442f2f70049e8e0f95c8f49ef28,worldbuilding,108,30,12.0,38.0,26.7,3
1d3a85c95129586e0b91fb5af7b91d5e,song,76,40,12.0,38.0,30.0,3
00b4470e5075a4de4df733aba66284e8,story,417,20,15.0,35.0,23.3,1
4f970277af6e09b600224570511d8064,story,363,30,15.0,38.0,27.7,3
f83ad2240c3754736c1ab8378beed97a,letter,155,20,15.0,15.0,16.7,2
33d4cfee4933ae1e303921a9119b963a,story,446,38,15.0,35.0,29.3,1
bddf11e7f0f1d92935951cc5ab4b2c03,story,292,36,12.0,35.0,27.7,6
d5e46625864bfeb9c5051bac34d89585,letter,224,20,15.0,25.0,20.0,3
a96ddbf6884ede3d1279192a76630c89,script,359,32,18.0,42.0,30.7,3
075203684970cd7bae19d1f67678084a,worldbuilding,432,28,15.0,38.0,27.0,3
c66034f70fd37688f6148963c29da02d,script,222,30,12.0,38.0,26.7,3
f137c98e8dbe2eb7c80390729afe80d6,script,392,34,12.0,38.0,28.0,3
7aef2ebc521e468282a8e1caf971dbe7,fan_fiction,298,20,12.0,25.0,19.0,4
fd10317f40c4359ebc89c28ddc974434,story,295,20,12.0,25.0,19.0,1
b197b7fb6ab19fc17dd1c691dc81a4ff,fan_fiction,457,36,25.0,42.0,34.3,3
d8f460fb7e68d110993819ee8e18410c,script,303,20,12.0,25.0,19.0,4
84995f7ed0cf9b0e4d1af6c926425f9c,script,163,20,12.0,25.0,19.0,5
e771ce8bd4aaafca4aff7ffcd05bf71f,worldbuilding,305,20,25.0,35.0,26.7,4
c6ef3e796dcf0f0592ba337e07d5b914,fan_fiction,305,20,15.0,25.0,20.0,6
c412d2096ecea87570bd993753aa15a6,fan_fiction,338,20,15.0,35.0,23.3,7
51010a0fd6acc6fff3e9f3b8b0acfb34,worldbuilding,938,36,12.0,42.0,30.0,1
4238cad4ce3f239e3e3ef99623a7d6bc,fan_fiction,173,15,12.0,25.0,17.3,3
1ad9e1bab6dbe356e6409c8ddbb0f473,story,444,24,28.0,35.0,29.0,4
b909cccef3acf1d973c395a7801283a5,worldbuilding,254,20,15.0,25.0,20.0,1
f11cb9f79b7eb34be262d9af0269d3c4,script,293,15,10.0,10.0,11.7,1
db0b2ff6f93a231f1679e7f5cf73f2e6,fan_fiction,281,28,25.0,38.0,30.3,5
b43ec05715219a818ab964a82262e269,script,497,20,15.0,25.0,20.0,5
ae3c98b0b601282d6a5ace2abe2d8629,story,101,20,12.0,35.0,22.3,3
ed693ffb4a5ac2d98c0fb2e7b71cee25,worldbuilding,521,15,12.0,20.0,15.7,1
4d79b9f2e012cad09c806d672a836d37,script,408,34,15.0,38.0,29.0,3
899410781ba8eb969d2ff34245950fad,story,109,20,12.0,25.0,19.0,4
856560da882e638cc4eb935c6ef4f8a1,script,371,32,22.0,35.0,29.7,3
13d543b74d16748597dae779596a1883,story,108,20,12.0,35.0,22.3,8
f2967c226be158fa63171b12ede71309,script,358,28,12.0,35.0,25.0,5
df9fa9fdca5891170a1c38e7d210d645,fan_fiction,207,20,15.0,35.0,23.3,3
fe7627a1a81a7086049085664bc78296,worldbuilding,294,32,18.0,38.0,29.3,4
c469547d65ea975b0c392f852c909f86,script,305,24,15.0,35.0,24.7,4
c1b947633d288e04e509088352c95c86,fan_fiction,279,28,15.0,35.0,26.0,4
c90fbb714da1a82490049a6afded0659,script,478,25,15.0,35.0,25.0,5
e0190d64aec748675bef0b53e49dc500,story,94,28,25.0,35.0,29.3,5
cb3c74f2b8511c399869f95573321729,worldbuilding,333,20,15.0,38.0,24.3,4
27c8d7f88adf224c61c7fce6e3216b3f,worldbuilding,272,20,12.0,20.0,17.3,3
4d83780e00f0ca9e13d57e6de9c51424,fan_fiction,197,20,15.0,35.0,23.3,5
2be2d63484bd45dd72e1b898f6165004,fan_fiction,369,20,25.0,35.0,26.7,3
aecaa712c396adcc96d002058b7b5659,letter,136,12,15.0,15.0,14.0,4
9743a776634fb5dae321ed90bbd62949,worldbuilding,293,20,12.0,25.0,19.0,6
446b017fd7783bbba57e496a554386f1,script,610,15,10.0,20.0,15.0,3
9fc25857c2ea5de3b90eced3d369c502,story,184,24,12.0,25.0,20.3,5
